opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,Cycle
5COSD90U,Markita Hansen,GTX Basic,Konex,Lost,7/2/2017,7/9/2017,0,7.00
6TBAKLMX,Niesha Huffines,GTX Plus Basic,Funholding,Won,7/2/2017,9/23/2017,1157,83.00
B50V1XGA,Vicki Laflamme,MG Advanced,Fasehatice,Lost,7/2/2017,8/31/2017,0,60.00
SOW7H1RP,Vicki Laflamme,MG Advanced,Lexiqvolax,Lost,7/2/2017,7/3/2017,0,1.00
OHJGW03I,Violet Mclelland,MG Special,Yearin,Won,7/2/2017,7/13/2017,55,11.00
R6KPUAH7,Zane Levy,MG Advanced,Sunnamplex,Lost,7/2/2017,7/6/2017,0,4.00
AJQC76NI,Zane Levy,GTXPro,Doncon,Won,7/2/2017,8/26/2017,4655,55.00
PH5GSB37,Boris Faz,GTXPro,Massive Dynamic,Won,7/3/2017,8/26/2017,5833,54.00
9OLZU3WB,Cecily Lampkin,MG Special,Condax,Won,7/3/2017,9/23/2017,47,82.00
JDXET5H9,Cecily Lampkin,MG Special,Warephase,Won,7/3/2017,8/31/2017,51,59.00
8RE1600O,Darcel Schlecht,GTXPro,Inity,Lost,7/3/2017,7/4/2017,0,1.00
NGMC9NSG,Darcel Schlecht,MG Advanced,Gogozoom,Lost,7/3/2017,7/12/2017,0,9.00
G6FKELQV,Donn Cantrell,GTX Basic,Initech,Lost,7/3/2017,9/25/2017,0,84.00
IKNMU8HM,Donn Cantrell,GTX Plus Pro,Plussunin,Lost,7/3/2017,9/10/2017,0,69.00
AHIDE6VS,Donn Cantrell,GTX Basic,Kan-code,Won,7/3/2017,7/12/2017,540,9.00
YZJLPVJG,Donn Cantrell,GTX Plus Pro,Konex,Won,7/3/2017,7/4/2017,4915,1.00
GOSCKNUX,James Ascencio,GTX Plus Pro,Rantouch,Lost,7/3/2017,7/4/2017,0,1.00
GC3IVG7S,James Ascencio,GTX Plus Pro,Singletechno,Lost,7/3/2017,7/5/2017,0,2.00
S81YI4QH,James Ascencio,GTX Plus Pro,Sunnamplex,Lost,7/3/2017,7/10/2017,0,7.00
M3MJY0CK,James Ascencio,GTX Plus Pro,Lexiqvolax,Won,7/3/2017,9/27/2017,6693,86.00
H2HNTSIP,Jonathan Berthelot,MG Advanced,Hottechi,Won,7/3/2017,7/5/2017,3101,2.00
8APZZ20T,Kami Bicknell,GTX Plus Basic,Y-corporation,Lost,7/3/2017,8/15/2017,0,43.00
RABLXW5E,Kami Bicknell,MG Special,Hatfan,Won,7/3/2017,9/2/2017,56,61.00
35LLMROC,Kary Hendrixson,GTX Basic,,Engaging,7/3/2017,12/31/2017,0,181.00
TJTOVN5K,Kary Hendrixson,GTX Plus Basic,Cheers,Won,7/3/2017,7/12/2017,935,9.00
1IG94UUQ,Kary Hendrixson,GTX Plus Basic,Singletechno,Won,7/3/2017,7/13/2017,1133,10.00
MN8UHP5B,Kary Hendrixson,GTXPro,Y-corporation,Won,7/3/2017,8/12/2017,4904,40.00
D7JDQB12,Lajuana Vencill,MG Advanced,Bioholding,Won,7/3/2017,9/23/2017,2857,82.00
GWI45VGH,Lajuana Vencill,MG Advanced,Dontechi,Won,7/3/2017,9/2/2017,3118,61.00
G3TZD0CB,Marty Freudenburg,GTX Plus Basic,Funholding,Won,7/3/2017,7/11/2017,1204,8.00
1PAPS9QO,Maureen Marcano,MG Advanced,Y-corporation,Lost,7/3/2017,7/9/2017,0,6.00
WXCEZ7JY,Moses Frase,GTX Basic,Conecom,Won,7/3/2017,9/6/2017,376,65.00
WR45SVGN,Versie Hillebrand,GTX Basic,Toughzap,Won,7/3/2017,11/2/2017,511,122.00
WAFSPTW6,Vicki Laflamme,GTX Basic,Lexiqvolax,Won,7/3/2017,7/14/2017,491,11.00
5FYPINRL,Violet Mclelland,MG Special,Donware,Lost,7/3/2017,7/16/2017,0,13.00
VLPSQ076,Wilburn Farren,MG Advanced,Betasoloin,Lost,7/3/2017,7/12/2017,0,9.00
3AX6QBR3,Wilburn Farren,MG Advanced,Donquadtech,Won,7/3/2017,9/7/2017,3101,66.00
ZY3AVAK0,Zane Levy,MG Special,Y-corporation,Lost,7/3/2017,8/22/2017,0,50.00
FVCL72VU,Anna Snelling,GTX Plus Pro,Cancity,Lost,7/4/2017,7/14/2017,0,10.00
24OSGLGF,Anna Snelling,MG Special,Dontechi,Won,7/4/2017,7/6/2017,56,2.00
49T60OCI,Cassey Cress,GTX Plus Pro,Scottech,Engaging,7/4/2017,12/31/2017,0,180.00
31NQQEEO,Cassey Cress,GTX Basic,Opentech,Lost,7/4/2017,9/11/2017,0,69.00
ADRU5BLP,Darcel Schlecht,GTX Plus Basic,Inity,Lost,7/4/2017,7/12/2017,0,8.00
AUPXRV8O,Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,7/4/2017,9/5/2017,1300,63.00
CI00UV0Y,Darcel Schlecht,GTXPro,Rundofase,Won,7/4/2017,7/5/2017,4544,1.00
VH3C0A8F,Donn Cantrell,GTX Basic,Mathtouch,Lost,7/4/2017,7/5/2017,0,1.00
1E5MFGR7,Donn Cantrell,GTX Basic,Plussunin,Lost,7/4/2017,9/26/2017,0,84.00
TS2JEK3E,Donn Cantrell,GTX Basic,Betasoloin,Won,7/4/2017,9/23/2017,531,81.00
4R0TB2CL,Donn Cantrell,GTXPro,Bubba Gump,Won,7/4/2017,7/13/2017,4669,9.00
5OJ3QR1W,Gladys Colclough,MG Special,Inity,Lost,7/4/2017,11/3/2017,0,122.00
R162LSFR,Kami Bicknell,GTXPro,Goodsilron,Lost,7/4/2017,7/6/2017,0,2.00
W07RZO17,Kary Hendrixson,MG Advanced,,Engaging,7/4/2017,12/31/2017,0,180.00
X7J3O7TC,Kary Hendrixson,GTX Basic,Dalttechnology,Lost,7/4/2017,7/11/2017,0,7.00
Q7RV0YW6,Kary Hendrixson,GTX Plus Basic,Green-Plus,Lost,7/4/2017,7/10/2017,0,6.00
S5E8MBO3,Markita Hansen,GTX Basic,Plexzap,Lost,7/4/2017,9/19/2017,0,77.00
UGB3A3CE,Maureen Marcano,MG Special,,Engaging,7/4/2017,12/31/2017,0,180.00
QE6A49LE,Moses Frase,MG Special,Hottechi,Lost,7/4/2017,7/11/2017,0,7.00
XGMMHWZC,Moses Frase,GTX Basic,Domzoom,Won,7/4/2017,9/25/2017,475,83.00
7MK55ULJ,Moses Frase,GTX Plus Basic,Ron-tech,Won,7/4/2017,7/5/2017,1102,1.00
0VZIDVCC,Moses Frase,MG Special,Zumgoity,Won,7/4/2017,7/9/2017,55,5.00
D1XYQH35,Niesha Huffines,GTX Basic,Treequote,Lost,7/4/2017,7/15/2017,0,11.00
XAR2VX09,Versie Hillebrand,MG Special,Scottech,Lost,7/4/2017,7/6/2017,0,2.00
YTQH4YM9,Versie Hillebrand,MG Special,Cancity,Won,7/4/2017,7/5/2017,63,1.00
KMLW6GXY,Vicki Laflamme,MG Advanced,Kan-code,Lost,7/4/2017,7/12/2017,0,8.00
IG734VZK,Vicki Laflamme,GTX Plus Pro,Plusstrip,Won,7/4/2017,7/14/2017,5971,10.00
W3C2KLXD,Wilburn Farren,GTX Plus Pro,Ganjaflex,Won,7/4/2017,8/27/2017,5710,54.00
8Z1SIQSI,Zane Levy,GTXPro,Rantouch,Lost,7/4/2017,7/9/2017,0,5.00
IZJR1WDM,Zane Levy,MG Special,Plexzap,Won,7/4/2017,9/21/2017,52,79.00
5MRPZ44K,Anna Snelling,GTX Basic,Domzoom,Won,7/5/2017,8/28/2017,522,54.00
AWORM94L,Cassey Cress,GTX Basic,,Engaging,7/5/2017,12/31/2017,0,179.00
W0LFL18P,Cassey Cress,GTX Plus Basic,Iselectrics,Lost,7/5/2017,7/12/2017,0,7.00
5H9ELV2H,Cassey Cress,GTX Plus Pro,Zathunicon,Lost,7/5/2017,7/13/2017,0,8.00
KDDN1E4O,Cassey Cress,GTX Plus Basic,Betasoloin,Won,7/5/2017,7/14/2017,1109,9.00
S8JALB62,Cassey Cress,MG Advanced,The New York Inquirer,Won,7/5/2017,7/6/2017,3508,1.00
2HPCHBIL,Corliss Cosme,GTX Plus Pro,Bluth Company,Lost,7/5/2017,7/14/2017,0,9.00
Q9JV7YXX,Daniell Hammack,GTX Plus Basic,Plussunin,Lost,7/5/2017,7/16/2017,0,11.00
J3N73B00,Darcel Schlecht,GTXPro,Hottechi,Won,7/5/2017,8/29/2017,4346,55.00
STG85Q0N,Donn Cantrell,GTX Basic,Kinnamplus,Lost,7/5/2017,7/6/2017,0,1.00
VMI5QYS3,Donn Cantrell,GTXPro,Xx-zobam,Lost,7/5/2017,7/9/2017,0,4.00
09W047QT,Donn Cantrell,GTXPro,Umbrella Corporation,Won,7/5/2017,8/10/2017,4565,36.00
VXOZC2CN,Garret Kinder,GTX Plus Basic,Vehement Capital Partners,Won,7/5/2017,9/29/2017,1319,86.00
JAMW5SWB,James Ascencio,GTXPro,Hottechi,Won,7/5/2017,7/6/2017,5157,1.00
WCKKFSVL,Jonathan Berthelot,MG Advanced,Dontechi,Lost,7/5/2017,7/6/2017,0,1.00
GVCWDG9Y,Jonathan Berthelot,GTXPro,Globex Corporation,Won,7/5/2017,7/17/2017,4213,12.00
SXYJU7LC,Kami Bicknell,GTX Basic,,Engaging,7/5/2017,12/31/2017,0,179.00
UEXJN3Y6,Kami Bicknell,GTX Plus Basic,Konex,Won,7/5/2017,7/12/2017,1230,7.00
QP0QCP8Y,Kary Hendrixson,GTX Plus Pro,Dalttechnology,Engaging,7/5/2017,12/31/2017,0,179.00
MCQGU5EA,Kary Hendrixson,GTX Basic,Sunnamplex,Won,7/5/2017,7/15/2017,443,10.00
M0IN22XH,Kary Hendrixson,GTX Plus Basic,Zoomit,Won,7/5/2017,9/26/2017,1043,83.00
8HWWW76K,Lajuana Vencill,GTX Basic,dambase,Lost,7/5/2017,7/7/2017,0,2.00
707CQDQK,Markita Hansen,MG Special,Groovestreet,Lost,7/5/2017,8/23/2017,0,49.00
4PTCB3CS,Marty Freudenburg,MG Advanced,Globex Corporation,Lost,7/5/2017,7/13/2017,0,8.00
IEB855X8,Marty Freudenburg,MG Advanced,Codehow,Won,7/5/2017,8/8/2017,3458,34.00
IDA8D96H,Maureen Marcano,GTX Plus Pro,Zoomit,Lost,7/5/2017,7/13/2017,0,8.00
DLQNAOWB,Rosalina Dieter,MG Special,Plusstrip,Lost,7/5/2017,7/7/2017,0,2.00
K7056XS7,Rosie Papadopoulos,MG Advanced,Kinnamplus,Engaging,7/5/2017,12/31/2017,0,179.00
R9V8QAPK,Rosie Papadopoulos,MG Special,Kan-code,Won,7/5/2017,7/14/2017,58,9.00
P6KXSJPD,Versie Hillebrand,MG Special,Codehow,Lost,7/5/2017,7/10/2017,0,5.00
KM0RKC4Q,Vicki Laflamme,GTX Basic,Hottechi,Lost,7/5/2017,7/6/2017,0,1.00
58TUIJ6D,Zane Levy,GTXPro,Cheers,Lost,7/5/2017,7/17/2017,0,12.00
BXOIQHTS,Zane Levy,GTX Basic,Y-corporation,Won,7/5/2017,9/20/2017,658,77.00
CC3B5DSU,Anna Snelling,GTX Plus Pro,Treequote,Lost,7/6/2017,7/16/2017,0,10.00
GLM4XZLI,Cassey Cress,GTX Plus Pro,Donware,Lost,7/6/2017,7/7/2017,0,1.00
K8VBNOW9,Cassey Cress,GTX Plus Pro,Plussunin,Won,7/6/2017,9/1/2017,4791,57.00
3GEDSDVN,Cecily Lampkin,GTX Basic,Inity,Won,7/6/2017,7/8/2017,590,2.00
R0ZYAJFM,Cecily Lampkin,GTX Plus Pro,Isdom,Won,7/6/2017,7/14/2017,5629,8.00
BRFZCNMP,Corliss Cosme,GTX Plus Basic,,Engaging,7/6/2017,12/31/2017,0,178.00
R8X2RVQ2,Corliss Cosme,GTXPro,Vehement Capital Partners,Lost,7/6/2017,7/15/2017,0,9.00
E2KGQVEO,Daniell Hammack,MG Advanced,,Engaging,7/6/2017,12/31/2017,0,178.00
DFG6OP8T,Daniell Hammack,GTX Plus Pro,Massive Dynamic,Lost,7/6/2017,7/18/2017,0,12.00
JB4MECWM,Daniell Hammack,GTXPro,Xx-zobam,Lost,7/6/2017,7/7/2017,0,1.00
CDGA1SD7,Darcel Schlecht,GTXPro,Streethex,Won,7/6/2017,9/12/2017,4323,68.00
SBILEY2W,Darcel Schlecht,GTXPro,Treequote,Won,7/6/2017,7/12/2017,5085,6.00
JMTKEPXF,Donn Cantrell,MG Advanced,Zotware,Won,7/6/2017,7/17/2017,2996,11.00
937CNF5D,Garret Kinder,GTXPro,Condax,Won,7/6/2017,7/14/2017,4682,8.00
EQ399D3M,Hayden Neloms,MG Advanced,Sonron,Won,7/6/2017,7/14/2017,3250,8.00
DOVNGYN4,Kami Bicknell,GTX Basic,Green-Plus,Lost,7/6/2017,7/12/2017,0,6.00
A0IS9TWV,Kary Hendrixson,GTXPro,Kan-code,Lost,7/6/2017,7/16/2017,0,10.00
E7TDBIDS,Kary Hendrixson,GTXPro,Kan-code,Won,7/6/2017,9/6/2017,5323,62.00
TIFPUXSQ,Marty Freudenburg,GTX Basic,Condax,Lost,7/6/2017,7/7/2017,0,1.00
LXDCC260,Marty Freudenburg,GTX Plus Pro,Funholding,Won,7/6/2017,7/7/2017,5966,1.00
81PWOUF0,Maureen Marcano,GTXPro,,Engaging,7/6/2017,12/31/2017,0,178.00
1Z72JRDI,Maureen Marcano,MG Advanced,Labdrill,Won,7/6/2017,7/16/2017,3452,10.00
XTBADYHW,Moses Frase,MG Special,Toughzap,Lost,7/6/2017,7/17/2017,0,11.00
PPDU7OWD,Moses Frase,MG Advanced,Stanredtax,Lost,7/6/2017,7/13/2017,0,7.00
CJ05Q2G5,Rosalina Dieter,GTX Basic,Labdrill,Lost,7/6/2017,7/11/2017,0,5.00
MON3JWUF,Vicki Laflamme,GTX Basic,Faxquote,Won,7/6/2017,7/13/2017,583,7.00
SFMKU2FV,Violet Mclelland,MG Special,Ontomedia,Lost,7/6/2017,7/16/2017,0,10.00
9FH2VYQQ,Zane Levy,GTX Plus Basic,Goodsilron,Lost,7/6/2017,7/13/2017,0,7.00
PMVKMS6A,Zane Levy,GTX Basic,J-Texon,Won,7/6/2017,9/27/2017,507,83.00
E62A05BH,Anna Snelling,GTX Basic,Inity,Lost,7/7/2017,7/15/2017,0,8.00
U3GCADFV,Anna Snelling,MG Special,Rangreen,Lost,7/7/2017,7/13/2017,0,6.00
CFI2GXN1,Boris Faz,GTXPro,,Engaging,7/7/2017,12/31/2017,0,177.00
611J0LEK,Boris Faz,GTX Basic,Betasoloin,Won,7/7/2017,7/9/2017,574,2.00
5M5TW9RC,Cassey Cress,GTX Plus Basic,Umbrella Corporation,Engaging,7/7/2017,12/31/2017,0,177.00
ZWA2ES4F,Cassey Cress,MG Special,Opentech,Won,7/7/2017,9/7/2017,48,62.00
LNT5B9XY,Cecily Lampkin,MG Special,Statholdings,Lost,7/7/2017,7/17/2017,0,10.00
CPQ348W9,Cecily Lampkin,GTX Basic,Isdom,Won,7/7/2017,7/15/2017,458,8.00
UZ0MRAFU,Cecily Lampkin,GTX Plus Pro,Codehow,Won,7/7/2017,9/18/2017,5455,73.00
VFO5EK6R,Corliss Cosme,GTX Basic,Silis,Lost,7/7/2017,7/14/2017,0,7.00
GE5SORJX,Corliss Cosme,GTX Plus Pro,Kan-code,Won,7/7/2017,9/17/2017,5666,72.00
03O9FNTZ,Daniell Hammack,GTX Plus Basic,Bluth Company,Won,7/7/2017,7/9/2017,1107,2.00
FIQIRK37,Daniell Hammack,GTXPro,Acme Corporation,Won,7/7/2017,7/8/2017,4089,1.00
M6J6VNVQ,Donn Cantrell,GTX Basic,Ontomedia,Won,7/7/2017,9/8/2017,498,63.00
S767XDO3,Elease Gluck,MG Advanced,Hatfan,Lost,7/7/2017,9/7/2017,0,62.00
ZPKCSV3R,Jonathan Berthelot,MG Special,Dontechi,Won,7/7/2017,7/11/2017,64,4.00
CLA3RTMS,Kami Bicknell,MG Advanced,Xx-holding,Lost,7/7/2017,7/9/2017,0,2.00
K1K48OTP,Kary Hendrixson,GTX Plus Pro,Conecom,Engaging,7/7/2017,12/31/2017,0,177.00
OJWV4RT2,Kary Hendrixson,GTX Basic,Konex,Lost,7/7/2017,7/9/2017,0,2.00
PMQCN4PR,Kary Hendrixson,GTX Basic,Finjob,Won,7/7/2017,7/9/2017,565,2.00
CBIFB5BB,Kary Hendrixson,GTX Basic,Kan-code,Won,7/7/2017,7/17/2017,579,10.00
BSVZWUXR,Lajuana Vencill,MG Special,Hottechi,Won,7/7/2017,9/11/2017,56,66.00
PU2UJDTV,Markita Hansen,GTXPro,Scotfind,Won,7/7/2017,9/5/2017,4063,60.00
LN9NU0A8,Marty Freudenburg,GTX Plus Basic,Inity,Won,7/7/2017,7/17/2017,1193,10.00
KD27RNU9,Moses Frase,GTX Basic,Scottech,Lost,7/7/2017,7/15/2017,0,8.00
FN50OJHN,Niesha Huffines,GTX Plus Basic,Betatech,Won,7/7/2017,7/11/2017,1088,4.00
YA68AAQK,Reed Clapper,GTX Plus Basic,Xx-zobam,Lost,7/7/2017,9/17/2017,0,72.00
90K2ZTKB,Rosalina Dieter,MG Special,Xx-holding,Won,7/7/2017,9/11/2017,58,66.00
YYTZSTL0,Rosie Papadopoulos,GTX Plus Pro,,Engaging,7/7/2017,12/31/2017,0,177.00
1M0THQSZ,Vicki Laflamme,MG Advanced,Golddex,Lost,7/7/2017,7/9/2017,0,2.00
Y1GEH2EG,Vicki Laflamme,GTX Plus Pro,Green-Plus,Won,7/7/2017,7/13/2017,4466,6.00
ORM1IRQ2,Violet Mclelland,MG Special,,Engaging,7/7/2017,12/31/2017,0,177.00
593L4BNI,Violet Mclelland,GTX Basic,Kinnamplus,Lost,7/7/2017,7/14/2017,0,7.00
83EZC8YK,Violet Mclelland,MG Advanced,Xx-zobam,Lost,7/7/2017,7/15/2017,0,8.00
4MTCQ31T,Anna Snelling,MG Special,Gogozoom,Won,7/8/2017,11/6/2017,55,121.00
QU220OFI,Boris Faz,GTX Basic,Finhigh,Engaging,7/8/2017,12/31/2017,0,176.00
TJYNW3C7,Cassey Cress,GTX Plus Basic,Donware,Lost,7/8/2017,7/15/2017,0,7.00
COGZW25D,Cassey Cress,GTX Plus Basic,Konex,Won,7/8/2017,7/16/2017,861,8.00
B3A6VXVQ,Corliss Cosme,GTX Basic,Acme Corporation,Engaging,7/8/2017,12/31/2017,0,176.00
O83AR1CC,Corliss Cosme,MG Advanced,Plussunin,Lost,7/8/2017,7/9/2017,0,1.00
BOG3D6D7,Corliss Cosme,GTXPro,Umbrella Corporation,Won,7/8/2017,7/19/2017,5137,11.00
J03H7OQF,Darcel Schlecht,MG Special,Betatech,Won,7/8/2017,7/16/2017,54,8.00
DJXM9LIW,Donn Cantrell,GTX Plus Basic,Kinnamplus,Won,7/8/2017,7/14/2017,1020,6.00
6XH71PH8,Donn Cantrell,GTX Plus Basic,Yearin,Won,7/8/2017,9/28/2017,1136,82.00
AW1U6QKR,Donn Cantrell,MG Special,Konex,Won,7/8/2017,7/14/2017,55,6.00
MAVEITJH,Elease Gluck,GTXPro,Groovestreet,Won,7/8/2017,9/9/2017,5097,63.00
GUJNYTXN,Garret Kinder,GTX Basic,Kinnamplus,Won,7/8/2017,7/9/2017,483,1.00
QKXCMJVB,James Ascencio,GTX Basic,,Engaging,7/8/2017,12/31/2017,0,176.00
ELLLRB7A,James Ascencio,GTX Basic,Zoomit,Won,7/8/2017,8/29/2017,587,52.00
F4EHCQIC,James Ascencio,GTX Plus Pro,Kan-code,Won,7/8/2017,7/16/2017,5284,8.00
EHC9KQDN,Jonathan Berthelot,GTX Basic,Scottech,Lost,7/8/2017,7/9/2017,0,1.00
MBLFZPU2,Jonathan Berthelot,GTX Basic,Warephase,Lost,7/8/2017,9/12/2017,0,66.00
L0SOZL9A,Kary Hendrixson,MG Advanced,Y-corporation,Lost,7/8/2017,9/28/2017,0,82.00
00XBYXIB,Kary Hendrixson,GTX Plus Basic,Green-Plus,Won,7/8/2017,7/9/2017,993,1.00
ASN7OCWQ,Markita Hansen,GTX Basic,Groovestreet,Lost,7/8/2017,7/15/2017,0,7.00
SHS9HQX4,Maureen Marcano,GTXPro,Finjob,Won,7/8/2017,9/19/2017,4642,73.00
JYEQFGS5,Reed Clapper,GTXPro,Umbrella Corporation,Lost,7/8/2017,7/17/2017,0,9.00
S9DVJGUO,Reed Clapper,GTXPro,Kan-code,Won,7/8/2017,7/15/2017,4530,7.00
0YPN92QB,Rosalina Dieter,MG Special,Y-corporation,Lost,7/8/2017,7/10/2017,0,2.00
UIA0FO51,Rosie Papadopoulos,MG Advanced,Xx-zobam,Won,7/8/2017,7/9/2017,3569,1.00
48J7F1A2,Vicki Laflamme,MG Advanced,Hottechi,Won,7/8/2017,8/31/2017,3276,54.00
0D37PQA0,Violet Mclelland,GTX Plus Basic,,Engaging,7/8/2017,12/31/2017,0,176.00
D193SPY4,Violet Mclelland,MG Special,Plussunin,Engaging,7/8/2017,12/31/2017,0,176.00
SFIMNCPZ,Violet Mclelland,MG Advanced,Mathtouch,Lost,7/8/2017,7/10/2017,0,2.00
57NT8T8S,Zane Levy,GTX Basic,Finjob,Lost,7/8/2017,7/16/2017,0,8.00
7GLF1GBJ,Zane Levy,GTX Plus Basic,Green-Plus,Lost,7/8/2017,7/16/2017,0,8.00
YST07PM6,Zane Levy,GTX Plus Pro,Doncon,Lost,7/8/2017,7/17/2017,0,9.00
HPU7RQG6,Zane Levy,GTX Plus Pro,Rantouch,Lost,7/8/2017,7/15/2017,0,7.00
6Z1XK6YR,Zane Levy,GTXPro,Hatfan,Lost,7/8/2017,11/9/2017,0,124.00
045D5MZO,Zane Levy,GTX Plus Pro,Kan-code,Won,7/8/2017,7/17/2017,5576,9.00
K1UREXI5,Anna Snelling,GTX Basic,Genco Pura Olive Oil Company,Won,7/9/2017,9/16/2017,460,69.00
M7Y1LHHA,Boris Faz,GTX Basic,Zathunicon,Won,7/9/2017,7/16/2017,457,7.00
NK1B8YME,Cassey Cress,GTX Plus Pro,,Engaging,7/9/2017,12/31/2017,0,175.00
WP6SUIMC,Cassey Cress,MG Advanced,Silis,Lost,7/9/2017,7/15/2017,0,6.00
SGI5I4X1,Corliss Cosme,GTX Basic,Gekko & Co,Won,7/9/2017,7/10/2017,665,1.00
U07VUUGP,Corliss Cosme,GTX Plus Basic,Zathunicon,Won,7/9/2017,7/15/2017,1122,6.00
SEC6K7X2,Corliss Cosme,GTX Plus Pro,Umbrella Corporation,Won,7/9/2017,7/18/2017,5578,9.00
OT26ZUZ7,Daniell Hammack,GTXPro,Betatech,Engaging,7/9/2017,12/31/2017,0,175.00
MXVBWIE5,Darcel Schlecht,GTX Basic,Rundofase,Won,7/9/2017,9/8/2017,460,61.00
794F5VJB,Donn Cantrell,GTX Plus Basic,Donware,Won,7/9/2017,8/31/2017,1133,53.00
TNEB1XNK,Donn Cantrell,GTX Plus Basic,Gekko & Co,Won,7/9/2017,9/18/2017,1194,71.00
P60PIE95,Donn Cantrell,GTX Plus Pro,Yearin,Won,7/9/2017,9/16/2017,5861,69.00
HI9S2MRZ,Elease Gluck,GTX Plus Basic,,Engaging,7/9/2017,12/31/2017,0,175.00
QKOAWRXD,Gladys Colclough,GTX Basic,Dontechi,Lost,7/9/2017,7/17/2017,0,8.00
NC7V5K1T,Gladys Colclough,GTX Plus Basic,Stanredtax,Won,7/9/2017,8/28/2017,1194,50.00
XTAPYDDI,Gladys Colclough,GTXPro,Funholding,Won,7/9/2017,7/11/2017,4440,2.00
0CTHPQGT,Jonathan Berthelot,MG Special,Cancity,Won,7/9/2017,7/19/2017,53,10.00
N9KFOKLS,Kami Bicknell,GTX Basic,Sonron,Lost,7/9/2017,7/14/2017,0,5.00
02SSRMSA,Lajuana Vencill,GTX Plus Basic,Inity,Won,7/9/2017,7/13/2017,1192,4.00
HBJPBF3P,Marty Freudenburg,MG Special,Conecom,Won,7/9/2017,9/1/2017,54,54.00
E6D2DBXF,Moses Frase,MG Advanced,Ron-tech,Lost,7/9/2017,7/13/2017,0,4.00
OUMM04QV,Moses Frase,GTX Plus Pro,Warephase,Won,7/9/2017,7/18/2017,4651,9.00
TZQWGMG7,Niesha Huffines,GTX Plus Pro,Rangreen,Lost,7/9/2017,7/19/2017,0,10.00
66KFPHBT,Niesha Huffines,GTX Plus Pro,Betatech,Won,7/9/2017,9/24/2017,5944,77.00
WL4TLMUC,Reed Clapper,MG Advanced,Gekko & Co,Lost,7/9/2017,7/17/2017,0,8.00
6AO6E15O,Rosalina Dieter,GTXPro,Statholdings,Engaging,7/9/2017,12/31/2017,0,175.00
OW9OM3UO,Rosalina Dieter,MG Advanced,,Engaging,7/9/2017,12/31/2017,0,175.00
HXMJ5048,Vicki Laflamme,MG Advanced,Green-Plus,Lost,7/9/2017,7/17/2017,0,8.00
CQYAMIQ3,Zane Levy,GTXPro,,Engaging,7/9/2017,12/31/2017,0,175.00
6178B4JM,Anna Snelling,GTX Plus Basic,Domzoom,Won,7/10/2017,7/17/2017,962,7.00
WC7KCJ2N,Boris Faz,GTX Plus Basic,Silis,Won,7/10/2017,7/21/2017,1063,11.00
5GBVA3ZZ,Cassey Cress,MG Advanced,Zencorporation,Lost,7/10/2017,7/23/2017,0,13.00
B7WWPCO6,Cecily Lampkin,GTX Basic,Gogozoom,Lost,7/10/2017,7/23/2017,0,13.00
152DN1FE,Darcel Schlecht,GTX Plus Basic,Cancity,Lost,7/10/2017,7/12/2017,0,2.00
3NJHQZT6,Darcel Schlecht,MG Special,Streethex,Lost,7/10/2017,7/17/2017,0,7.00
9GOWJ93R,Darcel Schlecht,MG Advanced,Domzoom,Won,7/10/2017,9/3/2017,2572,55.00
QAB3H9H5,Gladys Colclough,GTXPro,Globex Corporation,Lost,7/10/2017,7/11/2017,0,1.00
9B9VDAFU,Gladys Colclough,GTXPro,Warephase,Won,7/10/2017,7/18/2017,4631,8.00
L9F6QP4P,Gladys Colclough,MG Advanced,Isdom,Won,7/10/2017,7/19/2017,3230,9.00
1D5AYQO6,Hayden Neloms,MG Special,Condax,Won,7/10/2017,7/19/2017,59,9.00
6WR7JQ3C,James Ascencio,MG Advanced,Labdrill,Won,7/10/2017,11/3/2017,3624,116.00
Y2XXRYMX,Kami Bicknell,GTX Plus Basic,Labdrill,Lost,7/10/2017,11/11/2017,0,124.00
Z9DK5289,Kami Bicknell,GTXPro,Golddex,Lost,7/10/2017,7/12/2017,0,2.00
MN34I4DD,Kami Bicknell,GTX Plus Pro,Hatfan,Won,7/10/2017,9/22/2017,5848,74.00
9CQ6TMET,Kami Bicknell,MG Special,Dalttechnology,Won,7/10/2017,7/11/2017,42,1.00
N54HHLC4,Kary Hendrixson,GTX Plus Pro,Sunnamplex,Lost,7/10/2017,7/12/2017,0,2.00
TPP1IGKV,Kary Hendrixson,GTXPro,Nam-zim,Lost,7/10/2017,7/17/2017,0,7.00
9USDNUBL,Markita Hansen,GTX Plus Pro,Hatfan,Lost,7/10/2017,8/29/2017,0,50.00
Q82O5QTN,Marty Freudenburg,MG Advanced,Rangreen,Lost,7/10/2017,7/12/2017,0,2.00
2HVDAY4L,Moses Frase,MG Special,Cancity,Lost,7/10/2017,7/21/2017,0,11.00
0FGWN6O0,Moses Frase,GTX Basic,Isdom,Won,7/10/2017,7/19/2017,588,9.00
FQXZBTEG,Reed Clapper,GTX Plus Basic,Zencorporation,Lost,7/10/2017,7/18/2017,0,8.00
8IGYTN3H,Reed Clapper,MG Special,Yearin,Won,7/10/2017,7/17/2017,54,7.00
QV3TAWDT,Rosie Papadopoulos,GTXPro,,Engaging,7/10/2017,12/31/2017,0,174.00
